"","partido_sigla","partido","partido_id","coligacao_id","uf"
"1755","AVANTE","AVANTE",70,250000050187,"SP"
"1756","NOVO","PARTIDO NOVO",30,250000050056,"SP"
"1757","PR","PARTIDO DA REPÚBLICA",22,250000050504,"SP"
"1758","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,250000050165,"SP"
"1759","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,250000050112,"SP"
"1760","PODE","PODEMOS",19,250000050366,"SP"
"1761","PPL","PARTIDO PÁTRIA LIVRE",54,250000050261,"SP"
"1762","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,250000050631,"SP"
"1763","DC","DEMOCRACIA CRISTÃ",27,250000050327,"SP"
"1764","PT","PARTIDO DOS TRABALHADORES",13,250000050635,"SP"
"1765","PV","PARTIDO VERDE",43,250000050405,"SP"
"1766","PT","PARTIDO DOS TRABALHADORES",13,250000050636,"SP"
"1767","PSC","PARTIDO SOCIAL CRISTÃO",20,250000050405,"SP"
"1768","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,250000050175,"SP"
"1769","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,250000050402,"SP"
"1770","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,250000050366,"SP"
"1771","SOLIDARIEDADE","SOLIDARIEDADE",77,250000050143,"SP"
"1772","PODE","PODEMOS",19,250000050632,"SP"
"1773","PMB","PARTIDO DA MULHER BRASILEIRA",35,250000050366,"SP"
"1774","PODE","PODEMOS",19,250000050400,"SP"
"1775","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,250000050629,"SP"
"1776","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,250000050157,"SP"
"1777","PC do B","PARTIDO COMUNISTA DO BRASIL",65,250000050183,"SP"
"1778","PTC","PARTIDO TRABALHISTA CRISTÃO",36,250000050515,"SP"
"1779","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,250000050467,"SP"
"1780","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,250000050405,"SP"
"1781","REDE","REDE SUSTENTABILIDADE",18,250000050467,"SP"
"1782","DEM","DEMOCRATAS",25,250000050165,"SP"
"1783","PMB","PARTIDO DA MULHER BRASILEIRA",35,250000050221,"SP"
"1784","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,250000050409,"SP"
"1785","PPS","PARTIDO POPULAR SOCIALISTA",23,250000050402,"SP"
"1786","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,250000050405,"SP"
"1787","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,250000050165,"SP"
"1788","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,250000050221,"SP"
"1789","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,250000050165,"SP"
"1790","PCO","PARTIDO DA CAUSA OPERÁRIA",29,250000050407,"SP"
"1791","PPS","PARTIDO POPULAR SOCIALISTA",23,250000050405,"SP"
"1792","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,250000050400,"SP"
"1793","PP","PROGRESSISTAS",11,250000050165,"SP"
"1794","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,250000050402,"SP"
"1795","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,250000050235,"SP"
"1796","DEM","DEMOCRATAS",25,250000050157,"SP"
"1797","PP","PROGRESSISTAS",11,250000050157,"SP"
"1798","PCB","PARTIDO COMUNISTA BRASILEIRO",21,250000050048,"SP"
"1799","DEM","DEMOCRATAS",25,250000050340,"SP"
"1800","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,250000050157,"SP"
"1801","PV","PARTIDO VERDE",43,250000050400,"SP"
"1802","DC","DEMOCRACIA CRISTÃ",27,250000050837,"SP"
"1803","PC do B","PARTIDO COMUNISTA DO BRASIL",65,250000050635,"SP"
"1804","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,250000050340,"SP"
"1805","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,250000050340,"SP"
"1806","PSL","PARTIDO SOCIAL LIBERAL",17,250000050409,"SP"
"1807","PR","PARTIDO DA REPÚBLICA",22,250000050400,"SP"
"1808","PSC","PARTIDO SOCIAL CRISTÃO",20,250000050402,"SP"
"1809","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,250000050340,"SP"
"1810","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,270000050735,"TO"
"1811","PV","PARTIDO VERDE",43,270000050711,"TO"
"1812","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,270000050293,"TO"
"1813","PR","PARTIDO DA REPÚBLICA",22,270000050293,"TO"
"1814","DEM","DEMOCRATAS",25,270000050488,"TO"
"1815","DC","DEMOCRACIA CRISTÃ",27,270000050750,"TO"
"1816","PPL","PARTIDO PÁTRIA LIVRE",54,270000050751,"TO"
"1817","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,270000050293,"TO"
"1818","PT","PARTIDO DOS TRABALHADORES",13,270000050543,"TO"
"1819","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,270000050676,"TO"
"1820","PSL","PARTIDO SOCIAL LIBERAL",17,270000050684,"TO"
"1821","PPS","PARTIDO POPULAR SOCIALISTA",23,270000050750,"TO"
"1822","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,270000050737,"TO"
"1823","REDE","REDE SUSTENTABILIDADE",18,270000050711,"TO"
"1824","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,270000050488,"TO"
"1825","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,270000050293,"TO"
"1826","PT","PARTIDO DOS TRABALHADORES",13,270000050710,"TO"
"1827","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,270000050488,"TO"
"1828","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,270000050684,"TO"
"1829","PT","PARTIDO DOS TRABALHADORES",13,270000050713,"TO"
"1830","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,270000050710,"TO"
"1831","PR","PARTIDO DA REPÚBLICA",22,270000050083,"TO"
"1832","PV","PARTIDO VERDE",43,270000050713,"TO"
"1833","SOLIDARIEDADE","SOLIDARIEDADE",77,270000050488,"TO"
"1834","PMB","PARTIDO DA MULHER BRASILEIRA",35,270000050684,"TO"
"1835","PSL","PARTIDO SOCIAL LIBERAL",17,270000050685,"TO"
"1836","PP","PROGRESSISTAS",11,270000050487,"TO"
"1837","PSC","PARTIDO SOCIAL CRISTÃO",20,270000050293,"TO"
"1838","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,270000050711,"TO"
"1839","SOLIDARIEDADE","SOLIDARIEDADE",77,270000050487,"TO"
"1840","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,270000050684,"TO"
"1841","PATRIOTA","PATRIOTA",51,270000050488,"TO"
"1842","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,270000050487,"TO"
"1843","PPL","PARTIDO PÁTRIA LIVRE",54,270000050750,"TO"
"1844","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,270000050488,"TO"
"1845","AVANTE","AVANTE",70,270000050487,"TO"
"1846","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,270000050083,"TO"
"1847","DEM","DEMOCRATAS",25,270000050486,"TO"
"1848","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,270000050487,"TO"
"1849","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,270000050737,"TO"
"1850","AVANTE","AVANTE",70,270000050488,"TO"
"1851","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,270000050083,"TO"
"1852","PODE","PODEMOS",19,270000050293,"TO"
"1853","PATRIOTA","PATRIOTA",51,270000050486,"TO"
"1854","PP","PROGRESSISTAS",11,270000050488,"TO"
"1855","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,270000050713,"TO"
"1856","PTC","PARTIDO TRABALHISTA CRISTÃO",36,270000050488,"TO"
"1857","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,270000050486,"TO"
"1858","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,270000050710,"TO"
"1859","PC do B","PARTIDO COMUNISTA DO BRASIL",65,270000050543,"TO"
"1860","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,270000050710,"TO"
"1861","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,270000050711,"TO"
"1862","PTC","PARTIDO TRABALHISTA CRISTÃO",36,270000050487,"TO"
"1863","PATRIOTA","PATRIOTA",51,270000050487,"TO"
"1864","REDE","REDE SUSTENTABILIDADE",18,270000050710,"TO"
"1865","REDE","REDE SUSTENTABILIDADE",18,270000050713,"TO"
"1866","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,270000050487,"TO"
"1867","SOLIDARIEDADE","SOLIDARIEDADE",77,270000050486,"TO"
"1868","DEM","DEMOCRATAS",25,270000050487,"TO"
"1869","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,270000050711,"TO"
"1870","PC do B","PARTIDO COMUNISTA DO BRASIL",65,270000050710,"TO"
"1871","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,270000050486,"TO"
"1872","DC","DEMOCRACIA CRISTÃ",27,270000050751,"TO"
"1873","PPS","PARTIDO POPULAR SOCIALISTA",23,270000050751,"TO"
"1874","PC do B","PARTIDO COMUNISTA DO BRASIL",65,270000050713,"TO"
"1875","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,270000050710,"TO"
"1876","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,270000050083,"TO"
